Department,JobRole,JobLevel,Gender,EducationField,EnvironmentSatisfaction,MaritalStatus,WorkLifeBalance,OverTime,AvgMonthlyIncome,AvgAge,TotalEmployees,Attritions,AttritionRate
Sales,Manager,5,Female,Marketing,1,Single,3,Yes,18824.00,45.0,1,1,100.00
"Research & Development","Healthcare Representative",4,Male,Medical,4,Divorced,3,Yes,13577.00,55.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,"Life Sciences",1,Single,1,No,2625.00,21.0,1,1,100.00
Sales,Manager,5,Female,Marketing,4,Married,3,No,18789.00,46.0,1,0,0.00
Sales,"Sales Executive",2,Female,Marketing,3,Single,3,Yes,4538.00,34.0,1,0,0.00
Sales,Manager,5,Male,"Life Sciences",4,Divorced,2,Yes,19847.00,51.0,1,0,0.00
"Research & Development","Manufacturing Director",3,Male,Medical,4,Single,2,No,10512.00,59.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Female,Medical,3,Divorced,4,No,4444.00,34.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Medical,4,Single,2,Yes,2154.00,28.0,1,0,0.00
"Research & Development",Manager,5,Male,"Life Sciences",3,Divorced,2,No,19190.00,44.0,1,0,0.00
"Human Resources","Human Resources",2,Male,"Life Sciences",3,Married,4,No,4490.00,34.0,1,0,0.00
Sales,"Sales Executive",3,Female,Marketing,4,Single,4,No,10231.00,43.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Female,"Life Sciences",3,Single,3,Yes,5410.00,36.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,Medical,2,Single,2,No,2838.00,51.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Female,Medical,3,Single,3,Yes,4567.50,42.0,2,0,0.00
"Research & Development","Laboratory Technician",1,Female,"Technical Degree",2,Divorced,3,Yes,3339.00,29.0,1,1,100.00
"Research & Development","Research Scientist",1,Male,"Technical Degree",4,Single,2,No,2080.00,28.0,1,0,0.00
"Research & Development",Manager,5,Female,Medical,2,Single,3,No,18061.00,45.0,1,0,0.00
"Research & Development",Manager,4,Female,Medical,3,Divorced,3,Yes,17123.00,39.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Male,"Life Sciences",4,Married,3,No,4883.00,32.0,1,1,100.00
"Research & Development","Laboratory Technician",2,Female,"Technical Degree",1,Married,3,No,4627.00,30.0,1,0,0.00
"Research & Development","Healthcare Representative",3,Female,"Technical Degree",4,Married,3,No,7094.00,36.0,1,0,0.00
"Human Resources","Human Resources",1,Female,"Life Sciences",4,Single,4,No,3423.00,46.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Female,"Life Sciences",3,Married,3,No,6674.00,28.0,1,0,0.00
"Research & Development","Research Director",4,Female,"Life Sciences",4,Married,3,Yes,16880.00,50.0,1,0,0.00
Sales,"Sales Executive",3,Male,Marketing,4,Single,3,Yes,9094.00,40.0,1,1,100.00
Sales,"Sales Executive",3,Male,"Life Sciences",2,Single,2,Yes,8446.00,52.0,1,1,100.00
"Research & Development",Manager,3,Female,Medical,2,Married,3,Yes,11916.00,30.0,1,0,0.00
Sales,"Sales Executive",3,Female,"Life Sciences",4,Divorced,2,Yes,9852.00,31.0,1,0,0.00
Sales,"Sales Representative",1,Female,"Life Sciences",4,Single,4,Yes,2302.00,31.0,1,1,100.00
"Research & Development","Laboratory Technician",1,Male,"Life Sciences",1,Married,4,No,2362.00,44.0,1,1,100.00
"Research & Development",Manager,4,Male,"Life Sciences",3,Married,2,Yes,17861.00,42.0,1,0,0.00
"Human Resources",Manager,5,Male,"Life Sciences",4,Single,3,No,19717.00,56.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,"Life Sciences",3,Divorced,3,No,3544.00,40.0,1,0,0.00
"Research & Development","Healthcare Representative",3,Male,"Life Sciences",4,Divorced,2,No,8500.00,34.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,"Life Sciences",3,Single,3,No,4661.00,40.0,1,0,0.00
Sales,"Sales Executive",2,Female,Marketing,3,Divorced,3,No,4103.00,41.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,"Life Sciences",3,Single,3,Yes,4249.00,35.0,1,0,0.00
"Human Resources",Manager,4,Male,"Life Sciences",3,Divorced,3,Yes,14026.00,51.0,1,0,0.00
Sales,"Sales Executive",2,Female,"Life Sciences",2,Divorced,3,No,6893.00,38.0,1,0,0.00
Sales,"Sales Executive",2,Female,Medical,3,Single,4,No,6125.00,34.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Medical,4,Married,2,No,3708.50,27.5,2,0,0.00
"Research & Development","Manufacturing Director",3,Female,Medical,3,Married,2,Yes,10008.00,58.0,1,1,100.00
Sales,"Sales Executive",2,Female,Marketing,1,Married,2,No,4703.50,40.0,2,0,0.00
"Research & Development","Manufacturing Director",4,Female,"Technical Degree",4,Single,2,No,13142.00,51.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,"Life Sciences",4,Single,4,No,1611.00,18.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Female,Medical,4,Married,3,No,5363.00,35.0,1,0,0.00
Sales,"Sales Executive",4,Male,Marketing,1,Single,2,Yes,13695.00,55.0,1,1,100.00
"Research & Development","Research Scientist",1,Female,"Technical Degree",1,Divorced,3,No,2029.00,34.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Female,Medical,2,Divorced,3,No,6377.00,40.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Male,Medical,2,Married,3,No,5429.00,34.0,1,0,0.00
Sales,"Sales Representative",1,Female,"Life Sciences",3,Single,4,No,2785.00,31.0,1,1,100.00
Sales,"Sales Executive",2,Female,Marketing,4,Married,2,Yes,4614.00,35.0,1,1,100.00
"Research & Development","Healthcare Representative",2,Female,"Technical Degree",3,Single,4,No,6687.00,34.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Male,Medical,4,Married,2,Yes,6179.00,31.0,1,1,100.00
Sales,"Sales Executive",2,Male,"Life Sciences",1,Married,4,Yes,6120.00,39.0,1,0,0.00
"Research & Development","Research Scientist",2,Female,"Life Sciences",4,Divorced,2,Yes,5467.00,41.0,1,0,0.00
Sales,"Sales Executive",2,Male,"Life Sciences",2,Married,4,No,9998.00,33.0,1,0,0.00
Sales,"Sales Executive",2,Male,Marketing,3,Married,2,Yes,4078.00,32.0,1,0,0.00
"Research & Development","Healthcare Representative",3,Male,"Life Sciences",3,Married,3,No,10920.00,39.0,1,0,0.00
Sales,"Sales Executive",2,Male,"Life Sciences",1,Married,2,No,6232.00,25.0,1,0,0.00
"Research & Development","Manufacturing Director",4,Female,Medical,4,Married,2,Yes,13247.00,52.0,1,0,0.00
"Research & Development","Research Scientist",2,Female,Medical,1,Single,1,Yes,4081.00,43.0,1,0,0.00
Sales,"Sales Executive",2,Female,Marketing,4,Married,3,Yes,5769.00,27.0,1,0,0.00
"Human Resources",Manager,4,Female,"Human Resources",3,Married,3,No,16799.00,42.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,Other,3,Married,1,No,2950.00,52.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,Medical,1,Single,3,No,3651.00,39.5,2,0,0.00
"Research & Development","Laboratory Technician",1,Male,"Technical Degree",1,Married,2,No,3229.00,25.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Other,3,Single,3,No,3578.00,26.0,1,0,0.00
"Human Resources","Human Resources",3,Male,Other,2,Single,2,No,7988.00,29.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Male,"Life Sciences",1,Single,3,No,3278.00,36.0,2,1,50.00
"Research & Development","Healthcare Representative",3,Female,Other,3,Single,3,Yes,7553.00,29.0,1,1,100.00
"Research & Development","Research Director",4,Female,Medical,4,Single,2,No,17328.00,54.0,1,0,0.00
"Research & Development","Research Director",5,Female,Medical,4,Married,3,Yes,19701.00,58.0,1,0,0.00
"Research & Development","Research Director",4,Male,Medical,2,Divorced,4,No,14732.00,55.0,1,0,0.00
Sales,"Sales Representative",1,Female,"Life Sciences",2,Single,3,No,1359.00,31.0,1,1,100.00
"Research & Development","Research Director",4,Female,"Life Sciences",1,Single,4,No,16422.00,31.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,Other,4,Divorced,3,No,2996.00,34.0,1,0,0.00
"Research & Development","Research Scientist",1,Female,"Life Sciences",1,Single,4,No,1261.00,31.0,1,1,100.00
"Research & Development","Laboratory Technician",1,Male,"Life Sciences",2,Married,4,No,2788.00,29.0,2,0,0.00
"Research & Development","Laboratory Technician",2,Male,"Life Sciences",1,Single,2,No,5810.00,36.0,1,0,0.00
Sales,"Sales Executive",2,Female,Marketing,3,Married,2,No,5647.00,36.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,"Technical Degree",1,Married,2,No,3420.00,47.0,1,0,0.00
Sales,"Sales Representative",1,Male,"Life Sciences",1,Married,3,No,3733.50,28.0,2,1,50.00
"Research & Development","Laboratory Technician",1,Male,"Technical Degree",3,Single,1,No,3500.00,37.0,1,0,0.00
"Research & Development","Research Scientist",1,Female,"Life Sciences",1,Married,4,No,2066.00,56.0,1,0,0.00
"Research & Development","Research Director",4,Female,Medical,1,Married,4,No,17169.00,47.0,1,0,0.00
Sales,"Sales Executive",2,Female,Medical,4,Married,3,Yes,4162.00,24.0,1,0,0.00
Sales,"Sales Executive",2,Male,Marketing,4,Married,2,No,9204.00,32.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,"Life Sciences",4,Married,2,No,3294.00,34.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Male,Other,3,Divorced,4,No,3975.00,40.0,1,0,0.00
Sales,"Sales Executive",3,Male,"Life Sciences",1,Divorced,3,No,10793.00,31.0,1,0,0.00
Sales,"Sales Executive",3,Male,Marketing,1,Divorced,4,No,10096.00,46.0,1,1,100.00
"Research & Development","Laboratory Technician",1,Female,"Life Sciences",1,Single,4,Yes,3646.00,39.0,1,1,100.00
"Research & Development","Manufacturing Director",3,Female,"Life Sciences",3,Single,3,No,7446.00,31.0,1,1,100.00
"Research & Development","Healthcare Representative",3,Male,Medical,2,Divorced,3,Yes,10851.00,45.0,1,0,0.00
"Human Resources","Human Resources",1,Female,Medical,4,Single,3,No,2109.00,31.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,"Life Sciences",2,Married,1,Yes,3722.00,31.0,1,1,100.00
"Research & Development","Manufacturing Director",3,Male,"Technical Degree",2,Married,4,Yes,9380.00,45.0,1,0,0.00
"Human Resources","Human Resources",1,Female,"Technical Degree",1,Married,3,No,2742.00,34.0,1,1,100.00
"Research & Development","Research Director",3,Male,Medical,4,Divorced,3,No,13757.00,40.0,1,0,0.00
Sales,"Sales Executive",2,Male,Medical,4,Single,3,No,8463.00,28.0,1,0,0.00
"Research & Development","Research Director",4,Male,Medical,4,Single,2,No,16598.00,53.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Male,"Technical Degree",1,Married,2,No,6651.00,49.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,Medical,3,Divorced,4,No,2345.00,40.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,"Life Sciences",4,Single,2,No,3420.00,44.0,1,0,0.00
Sales,"Sales Executive",2,Male,Medical,4,Married,3,No,4373.00,33.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,"Technical Degree",3,Divorced,2,No,1274.00,30.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,"Life Sciences",2,Married,2,No,5192.00,45.5,2,0,0.00
"Research & Development","Healthcare Representative",3,Male,"Life Sciences",3,Divorced,3,No,10466.00,49.0,1,0,0.00
"Research & Development","Research Director",4,Male,Medical,2,Divorced,2,No,17007.00,34.0,1,0,0.00
Sales,"Sales Representative",1,Male,"Technical Degree",1,Married,4,No,2909.00,28.0,1,1,100.00
Sales,"Sales Executive",2,Female,"Technical Degree",1,Single,1,No,5765.00,29.0,1,1,100.00
Sales,"Sales Executive",2,Female,Medical,1,Single,4,Yes,4599.00,34.0,1,1,100.00
Sales,"Sales Representative",1,Male,"Life Sciences",4,Married,3,No,2404.00,35.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Medical,2,Single,2,Yes,3172.00,24.0,1,1,100.00
Sales,"Sales Representative",1,Female,"Life Sciences",4,Married,3,No,2033.00,24.0,1,0,0.00
"Research & Development","Manufacturing Director",3,Male,Medical,2,Single,2,Yes,10209.00,44.0,1,0,0.00
"Human Resources","Human Resources",1,Male,"Life Sciences",3,Divorced,4,No,2064.00,30.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Male,"Life Sciences",4,Married,3,Yes,4035.00,55.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,Medical,1,Married,3,No,3838.00,33.0,1,0,0.00
Sales,"Sales Executive",2,Female,Medical,3,Married,2,Yes,4591.00,47.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Medical,3,Single,2,No,2714.00,27.0,2,1,50.00
"Research & Development","Laboratory Technician",2,Female,Medical,3,Married,3,No,4789.00,49.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,"Life Sciences",4,Married,3,No,3180.00,29.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Male,"Life Sciences",3,Married,2,No,6158.50,32.5,2,0,0.00
"Research & Development","Healthcare Representative",2,Male,"Life Sciences",4,Single,3,Yes,6388.00,33.0,1,0,0.00
"Research & Development",Manager,3,Male,Medical,3,Single,4,No,11244.00,32.0,1,0,0.00
"Research & Development",Manager,4,Female,Medical,2,Divorced,3,No,16032.00,54.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,"Technical Degree",1,Single,1,No,2362.00,29.0,1,1,100.00
"Research & Development","Research Director",4,Male,"Life Sciences",4,Married,4,No,16328.00,44.0,1,0,0.00
"Research & Development","Manufacturing Director",3,Female,"Life Sciences",2,Single,3,No,8376.00,39.0,1,0,0.00
Sales,Manager,4,Female,"Life Sciences",3,Married,4,No,16606.00,46.0,1,0,0.00
"Research & Development","Healthcare Representative",3,Female,"Life Sciences",4,Single,1,No,8606.00,35.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,"Life Sciences",4,Single,1,No,2018.00,40.0,1,1,100.00
Sales,"Sales Executive",3,Male,"Technical Degree",4,Married,3,Yes,7083.00,34.0,1,0,0.00
"Research & Development","Research Scientist",1,Female,"Life Sciences",4,Single,1,No,4084.00,31.0,1,1,100.00
"Research & Development","Research Director",4,Male,Medical,3,Single,3,Yes,14411.00,50.0,1,0,0.00
Sales,"Sales Representative",1,Male,"Technical Degree",2,Married,3,Yes,2308.00,34.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Medical,3,Married,3,No,4841.00,42.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,Medical,1,Married,3,No,4285.00,37.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Female,Other,3,Married,3,No,9715.00,29.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Male,"Life Sciences",4,Single,3,No,6999.50,32.5,2,0,0.00
"Research & Development","Research Scientist",1,Male,"Technical Degree",4,Married,3,No,2102.50,34.0,2,0,0.00
"Research & Development","Healthcare Representative",3,Male,"Life Sciences",4,Married,1,Yes,10124.00,42.0,1,0,0.00
Sales,"Sales Executive",2,Male,Medical,1,Married,4,No,5473.00,40.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Male,"Life Sciences",2,Married,3,Yes,5207.00,33.0,1,0,0.00
"Human Resources",Manager,4,Male,Medical,3,Single,3,Yes,16437.00,40.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,"Technical Degree",3,Divorced,3,No,2296.00,24.0,1,0,0.00
"Research & Development","Healthcare Representative",3,Male,"Technical Degree",1,Divorced,3,No,7441.00,45.0,1,0,0.00
Sales,"Sales Representative",1,Female,"Life Sciences",2,Married,3,No,2430.00,35.0,1,0,0.00
"Research & Development","Research Scientist",2,Female,"Life Sciences",4,Married,3,No,5878.00,32.0,1,0,0.00
Sales,"Sales Representative",1,Male,"Life Sciences",3,Single,2,Yes,2644.00,36.0,1,0,0.00
Sales,"Sales Executive",2,Female,"Life Sciences",3,Divorced,3,No,6439.00,48.0,1,0,0.00
Sales,"Sales Executive",2,Male,"Life Sciences",1,Married,1,No,6392.00,33.0,1,0,0.00
"Human Resources","Human Resources",2,Male,"Human Resources",3,Married,3,No,6253.50,39.5,2,0,0.00
Sales,"Sales Executive",3,Male,"Technical Degree",3,Married,3,No,9250.00,30.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,"Life Sciences",1,Divorced,3,Yes,2074.00,35.0,1,1,100.00
"Research & Development","Research Scientist",2,Male,"Technical Degree",4,Married,2,No,4087.00,32.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,Medical,1,Single,1,No,2972.00,34.0,1,0,0.00
Sales,Manager,5,Male,Marketing,3,Married,3,No,19586.00,55.0,1,0,0.00
Sales,"Sales Executive",2,Female,"Life Sciences",2,Single,4,No,4198.00,38.0,1,0,0.00
Sales,"Sales Executive",2,Female,"Life Sciences",2,Single,3,No,6815.00,36.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Medical,2,Single,3,Yes,4723.00,29.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Female,Medical,1,Single,3,Yes,6142.00,35.0,1,0,0.00
Sales,"Sales Executive",3,Male,Medical,4,Married,3,No,9271.50,37.0,2,1,50.00
"Research & Development","Healthcare Representative",2,Male,"Life Sciences",1,Divorced,4,No,8853.00,29.0,1,0,0.00
Sales,Manager,5,Male,Marketing,3,Married,3,Yes,19331.00,50.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Male,"Life Sciences",1,Married,3,Yes,5562.00,36.0,1,0,0.00
"Research & Development",Manager,5,Male,Other,4,Single,3,No,19613.00,42.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Male,"Life Sciences",2,Married,2,No,3407.00,35.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Male,"Technical Degree",4,Married,2,No,5063.00,34.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,"Technical Degree",4,Divorced,3,No,4876.00,43.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,"Life Sciences",3,Married,2,No,2690.00,35.0,1,0,0.00
Sales,Manager,4,Male,"Life Sciences",4,Single,1,No,17567.00,46.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Medical,3,Married,3,Yes,2408.00,28.0,1,1,100.00
"Research & Development","Research Scientist",1,Female,Other,2,Married,2,Yes,2814.00,22.0,1,0,0.00
"Research & Development","Healthcare Representative",4,Male,Medical,2,Married,3,Yes,11245.00,50.0,1,0,0.00
"Research & Development","Research Scientist",1,Female,Other,2,Married,3,No,3312.00,32.0,1,0,0.00
"Research & Development","Laboratory Technician",2,Female,Medical,3,Single,3,Yes,5769.00,45.0,1,0,0.00
Sales,"Sales Executive",2,Male,Marketing,1,Married,3,No,4385.00,45.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Female,"Life Sciences",3,Married,3,Yes,4663.00,36.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Male,"Life Sciences",3,Divorced,3,No,4724.00,34.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,"Life Sciences",3,Married,2,No,3294.00,44.5,2,0,0.00
"Research & Development","Laboratory Technician",1,Male,Other,4,Divorced,3,No,4066.00,27.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Female,Medical,2,Divorced,2,No,4877.00,28.0,1,0,0.00
Sales,"Sales Representative",1,Female,Medical,2,Single,4,Yes,1569.00,18.0,1,1,100.00
"Human Resources",Manager,5,Female,"Life Sciences",4,Married,3,No,19658.00,47.0,1,0,0.00
"Research & Development","Manufacturing Director",3,Female,"Life Sciences",1,Married,3,No,10435.00,40.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Female,Medical,1,Single,1,No,5042.00,39.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Female,Other,4,Divorced,3,No,5770.00,45.0,1,0,0.00
"Research & Development","Manufacturing Director",3,Female,Medical,4,Married,4,Yes,7756.00,38.0,1,0,0.00
"Research & Development","Research Scientist",1,Female,Medical,2,Married,1,No,3936.00,37.0,1,0,0.00
"Research & Development","Manufacturing Director",3,Female,"Life Sciences",3,Single,2,Yes,7945.00,40.0,1,0,0.00
"Human Resources","Human Resources",2,Male,"Human Resources",1,Married,3,Yes,5743.00,44.0,1,0,0.00
"Research & Development",Manager,4,Male,Medical,3,Married,3,No,15202.00,48.0,1,0,0.00
Sales,"Sales Executive",2,Male,Medical,1,Divorced,2,Yes,4813.50,32.0,2,1,50.00
"Research & Development","Research Scientist",1,Female,"Technical Degree",1,Single,3,Yes,3760.00,24.0,1,0,0.00
"Research & Development","Research Scientist",1,Female,Medical,2,Married,3,No,3517.00,27.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,Medical,4,Single,2,No,2580.00,27.0,1,0,0.00
"Research & Development","Healthcare Representative",3,Female,"Life Sciences",2,Married,3,No,8008.00,36.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Male,"Life Sciences",4,Divorced,3,No,5206.00,25.0,1,0,0.00
"Research & Development","Research Director",4,Female,Other,1,Married,3,No,16413.00,49.0,1,0,0.00
"Research & Development","Research Director",3,Female,"Life Sciences",4,Divorced,3,No,13269.00,50.0,1,0,0.00
Sales,"Sales Representative",1,Female,Medical,3,Single,3,No,2783.00,20.0,1,0,0.00
"Research & Development","Research Scientist",2,Female,"Life Sciences",4,Divorced,3,No,5433.00,34.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,"Life Sciences",1,Single,3,No,2300.00,46.0,2,1,50.00
"Research & Development","Healthcare Representative",4,Female,"Life Sciences",3,Married,3,Yes,13966.00,49.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Female,Medical,4,Married,3,No,4374.00,36.0,1,0,0.00
"Research & Development",Manager,4,Female,Medical,2,Married,3,No,17426.00,54.0,1,0,0.00
Sales,"Sales Executive",2,Male,Other,4,Single,4,Yes,4581.00,35.0,1,1,100.00
"Research & Development","Research Scientist",2,Male,"Life Sciences",4,Married,4,No,4735.00,38.0,1,0,0.00
Sales,"Sales Executive",2,Male,Medical,4,Divorced,3,No,5505.00,33.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,Medical,4,Divorced,2,No,5470.00,32.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,Medical,4,Divorced,2,Yes,2587.00,49.0,1,0,0.00
Sales,Manager,4,Female,"Life Sciences",2,Divorced,3,No,15972.00,47.0,1,0,0.00
"Research & Development",Manager,4,Male,"Life Sciences",3,Single,3,No,15379.00,49.0,1,0,0.00
Sales,"Sales Executive",3,Male,"Life Sciences",4,Single,3,Yes,7082.00,41.0,1,0,0.00
Sales,"Sales Representative",1,Male,"Life Sciences",4,Single,3,No,2728.00,20.0,1,0,0.00
Sales,"Sales Executive",2,Female,"Life Sciences",3,Divorced,3,Yes,5368.00,33.0,1,0,0.00
"Research & Development","Healthcare Representative",2,Male,"Life Sciences",1,Married,2,No,5360.00,32.5,2,0,0.00
"Human Resources","Human Resources",1,Female,"Life Sciences",3,Divorced,3,Yes,3195.00,44.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,Medical,4,Married,2,No,3306.00,38.0,1,0,0.00
"Research & Development","Healthcare Representative",3,Male,Medical,2,Married,3,No,7005.00,53.0,1,0,0.00
Sales,"Sales Representative",1,Female,Medical,4,Married,3,Yes,2655.00,48.0,1,1,100.00
"Research & Development","Research Scientist",1,Male,"Technical Degree",1,Divorced,3,No,3537.00,55.0,1,0,0.00
"Research & Development","Healthcare Representative",3,Male,Medical,3,Divorced,4,No,10883.00,60.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Medical,2,Married,3,No,2028.00,33.0,1,0,0.00
Sales,"Sales Executive",2,Male,Medical,3,Divorced,2,No,9525.00,37.0,1,0,0.00
"Research & Development","Research Scientist",1,Female,"Life Sciences",2,Married,3,No,2929.00,34.0,1,0,0.00
Sales,"Sales Representative",1,Male,"Life Sciences",3,Divorced,3,Yes,2275.00,23.0,1,1,100.00
"Research & Development","Healthcare Representative",3,Female,"Life Sciences",3,Married,3,Yes,7879.00,44.0,1,0,0.00
"Research & Development","Research Scientist",1,Male,Medical,1,Single,4,Yes,4930.00,35.0,1,0,0.00
Sales,"Sales Executive",2,Male,Medical,4,Married,3,Yes,7847.00,43.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Female,Medical,4,Married,3,No,2974.00,29.0,1,0,0.00
Sales,"Sales Representative",2,Female,"Life Sciences",3,Single,2,No,4502.00,36.0,1,0,0.00
"Research & Development","Healthcare Representative",3,Male,"Life Sciences",3,Married,2,No,10748.00,45.0,1,0,0.00
"Human Resources","Human Resources",1,Male,"Human Resources",4,Married,3,No,2255.50,27.5,2,2,100.00
Sales,"Sales Executive",4,Male,"Life Sciences",3,Married,1,No,12936.00,47.0,1,1,100.00
"Research & Development","Laboratory Technician",1,Male,Medical,4,Married,4,No,3058.50,27.5,2,0,0.00
"Research & Development","Research Director",4,Female,"Technical Degree",4,Single,3,No,16704.00,45.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Female,"Life Sciences",2,Married,3,Yes,6516.00,40.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Medical,2,Divorced,4,No,3907.00,24.0,1,0,0.00
Sales,"Sales Executive",2,Male,Marketing,3,Married,1,No,5242.50,41.5,2,0,0.00
Sales,"Sales Executive",3,Male,"Life Sciences",3,Divorced,2,Yes,10368.00,46.0,1,0,0.00
Sales,"Sales Executive",2,Male,"Life Sciences",1,Single,3,No,6735.00,32.0,1,1,100.00
"Research & Development","Laboratory Technician",1,Female,Medical,3,Single,1,No,3295.00,23.0,1,0,0.00
"Research & Development","Manufacturing Director",2,Female,"Technical Degree",4,Single,2,No,5238.00,31.0,1,0,0.00
Sales,"Sales Executive",3,Male,"Life Sciences",4,Married,1,No,9610.00,32.0,1,0,0.00
Sales,Manager,5,Male,Medical,2,Single,2,No,19833.00,40.0,1,0,0.00
"Human Resources","Human Resources",3,Female,"Life Sciences",3,Married,4,No,9756.00,45.0,1,0,0.00
"Research & Development","Research Scientist",1,Female,"Technical Degree",4,Single,3,No,4968.00,30.0,1,0,0.00
"Human Resources","Human Resources",1,Male,Medical,1,Married,3,No,2145.00,24.0,1,0,0.00
"Human Resources","Human Resources",1,Female,"Human Resources",3,Divorced,2,No,2180.00,30.0,1,1,100.00
Sales,"Sales Executive",2,Male,"Technical Degree",1,Married,3,No,8346.00,31.0,1,0,0.00
Sales,"Sales Representative",1,Female,Marketing,2,Single,3,No,2760.00,29.0,1,1,100.00
"Research & Development","Healthcare Representative",2,Male,"Life Sciences",4,Single,4,Yes,6294.00,29.0,1,0,0.00
Sales,"Sales Executive",3,Male,Marketing,3,Divorced,3,No,7140.00,30.0,1,0,0.00
Sales,"Sales Executive",2,Female,Marketing,4,Single,2,No,5147.00,33.0,1,0,0.00
Sales,"Sales Executive",2,Female,Marketing,4,Single,4,No,4507.00,49.0,1,0,0.00
Sales,"Sales Executive",3,Female,"Life Sciences",1,Single,2,Yes,8564.00,33.0,1,1,100.00
"Research & Development","Laboratory Technician",1,Female,Medical,3,Married,2,No,2468.00,38.0,1,0,0.00
Sales,"Sales Executive",3,Male,Marketing,1,Married,3,No,8161.00,31.0,1,1,100.00
"Research & Development","Research Scientist",1,Male,"Technical Degree",2,Single,3,No,2718.00,32.0,1,0,0.00
"Research & Development","Laboratory Technician",1,Male,Medical,2,Divorced,2,No,2387.00,37.5,2,0,0.00
"Research & Development","Research Director",5,Male,Medical,3,Married,3,No,19038.00,55.0,1,0,0.00
"Research & Development","Research Scientist",2,Male,"Technical Degree",4,Divorced,2,No,3055.00,33.0,1,0,0.00
